Time	Time Code	Country Name	Country Code	Gvnt_health_exp	Food Deficit	Life expectancy	Nat_resources_rents
2010	YR2010	Switzerland	CHE	22.69300994		82.2463414634147	0.0154090825882633
2010	YR2010	Tajikistan	TJK	4.90179132	297	69.644	1.3195732928771
2010	YR2010	Turkey	TUR		2	74.154	0.538363340313538
2010	YR2010	Turkmenistan	TKM	8.71169123	32	66.657	20.6757727292956
2010	YR2010	Ukraine	UKR	10.53086753		70.2653658536586	8.54173852852577
2010	YR2010	United Kingdom	GBR	15.01637062		80.4024390243902	0.878058031577623
2010	YR2010	Uzbekistan	UZB	8.18720183	60	70.005	16.712216432014
2010	YR2010	Algeria	DZA	9.54492802	40	74.676	19.9778925646878
2010	YR2010	Bahrain	BHR	8.47642627		76.056	5.13621112061807
2010	YR2010	Djibouti	DJI	6.97048708	188	60.383	0.838156180876962
2010	YR2010	Egypt, Arab Rep.	EGY	4.30233365	22	70.357	8.69325982942667
2010	YR2010	Iran, Islamic Rep.	IRN	11.88721881	48	73.932	21.7005170695643
2010	YR2010	Iraq	IRQ	4.81416167	209	68.465	41.4775839301687
2010	YR2010	Israel	ISR	10.77288758		81.6024390243903	0.141274177761484
2010	YR2010	Jordan	JOR	18.39201261	12	73.412	1.67252954088323
2010	YR2010	Kuwait	KWT	5.21621622	11	73.979	48.2956165197951
2010	YR2010	Lebanon	LBN	10.29376185	29	78.43	0.00153417973232501
2010	YR2010	Libya	LBY	4.3341275		71.643	53.6634392677848
2010	YR2010	Malta	MLT	12.88865538		81.3975609756098	0
2010	YR2010	Morocco	MAR	7.53159693	39	73.999	2.71081266382804
2010	YR2010	Oman	OMN	6.69591197	48	75.694	37.1354575653978
2010	YR2010	Qatar	QAT	4.14933295		77.301	31.7713777196266
2010	YR2010	Saudi Arabia	SAU	6.66929961	18	73.574	40.9341697464559
2010	YR2010	Syrian Arab Republic	SYR	5.12460472		72.108	
2010	YR2010	Tunisia	TUN	12.79641813	6	74.793	5.895080014828
2010	YR2010	United Arab Emirates	ARE	8.52679053	35	76.344	20.5808096304345
2010	YR2010	West Bank and Gaza	PSE			72.444	0
2010	YR2010	Yemen, Rep.	YEM	3.84780159	184	63.508	21.3038234440928
2010	YR2010	American Samoa	ASM				0
2010	YR2010	Australia	AUS	16.26325152		81.6951219512195	9.62373769039441
2010	YR2010	Brunei Darussalam	BRN	5.77683496	18	76.719	19.6280281592965
2010	YR2010	Cambodia	KHM	6.84807179	119	66.555	2.69595661546956
2010	YR2010	China	CHN	9.4473194	108	75.236	6.24917772893499
2010	YR2010	Fiji	FJI	8.53624925	30	69.267	2.9443487933594
2010	YR2010	French Polynesia	PYF			75.643	
2010	YR2010	Guam	GUM			78.134	0
2010	YR2010	Hong Kong SAR, China	HKG			82.9780487804878	0.00143899522167942
2010	YR2010	Indonesia	IDN	6.23492691	113	68.15	6.77173279544495
2010	YR2010	Japan	JPN	18.93996009		82.8426829268293	0.0176492761781454
2010	YR2010	Kiribati	KIR	10.6	30	65.354	0.063495205418365
2010	YR2010	Korea, Dem. People’s Rep.	PRK		333	69.572	
2010	YR2010	Korea, Rep.	KOR	12.15336989	10	80.1170731707317	0.0318394047769772
2010	YR2010	Lao PDR	LAO	3.03014605	171	64.357	17.5771098424427
2010	YR2010	Macao SAR, China	MAC			82.704	0.000909141683636676
2010	YR2010	Malaysia	MYS	6.40487965	26	74.21	8.31734168188184
2010	YR2010	Marshall Islands	MHL	14.23567368			0
2010	YR2010	Micronesia, Fed. Sts.	FSM	3.39985		68.582	0.0273118013201233
2010	YR2010	Mongolia	MNG	6.52519549	223	67.383	38.6599264564319
2010	YR2010	Myanmar	MMR	1.2208674	171	65.178	4.92785359875563
2010	YR2010	Nauru	NRU	7.32376018			0
2010	YR2010	New Caledonia	NCL			77.2591221344293	
2010	YR2010	New Zealand	NZL	19.70820886		80.7024390243902	2.01987631424746
2010	YR2010	Northern Mariana Islands	MNP				0
2010	YR2010	Palau	PLW	8.44006404			0
2010	YR2010	Papua New Guinea	PNG	7.06931209		64.634	29.5883008231935
2010	YR2010	Philippines	PHL	7.18279032	87	68.32	2.9012808941705
2010	YR2010	Samoa	WSM	10.38235294	23	73.122	0.434348340012467
2010	YR2010	Singapore	SGP	8.91043398		81.5414634146342	0.00045970964203152
2010	YR2010	Solomon Islands	SLB	7.54888674	67	68.572	21.2459186032906
2010	YR2010	Thailand	THA	16.35637958	69	73.923	2.29204520990214
2010	YR2010	Timor-Leste	TLS	3.81609829	223	67.313	
2010	YR2010	Tonga	TON	8.99259569		72.173	0.0481603459902738
2010	YR2010	Tuvalu	TUV	14.78787879			0
2010	YR2010	Vanuatu	VUT	4.56917029	37	70.721	0.79665333033355
2010	YR2010	Vietnam	VNM	8.6349064	119	75.117	8.13856596720501
2010	YR2010	Angola	AGO	4.26128155	149	58.192	39.0377540972122
2010	YR2010	Benin	BEN	4.87222231	80	59.319	4.68713924062084
2010	YR2010	Botswana	BWA	7.949542	239	59.868	4.93700685963163
2010	YR2010	Burkina Faso	BFA	5.81558806	188	57.096	14.9419400928748
2010	YR2010	Burundi	BDI	4.86066377		54.861	24.1343217454441
2010	YR2010	Cabo Verde	CPV	7.32063118	91	71.941	0.469733672646358
2010	YR2010	Cameroon	CMR	5.0880201	96	55.424	7.51852251741967
2010	YR2010	Central African Republic	CAF	4.44743849	263	47.56	8.56965501999418
2010	YR2010	Chad	TCD	3.48070975	317	50.233	24.501468642513
2010	YR2010	Comoros	COM	3.38803875		61.862	2.7278650643883
2010	YR2010	Congo, Dem. Rep.	COD	3.06375796		56.907	33.4243631611102
2010	YR2010	Congo, Rep.	COG	4.22689007	226	60.473	49.1444187460181
2010	YR2010	Cote d'Ivoire	CIV	4.00188323	102	50.423	6.43681307293278
2010	YR2010	Equatorial Guinea	GNQ	1.01801332		55.908	34.7055481950188
2010	YR2010	Eritrea	ERI	1.90743233		62.181	1.93089796391949
2010	YR2010	Eswatini	SWZ	18.84767728	158	51.598	2.84893655146702
2010	YR2010	Ethiopia	ETH	5.15656572	291	61.625	16.1464454666309
2010	YR2010	Gabon	GAB	6.81337653	27	62.893	33.0397186810474
2010	YR2010	Gambia, The	GMB	7.81391272	71	59.622	4.91518367366474
2010	YR2010	Ghana	GHA	10.14580505	47	60.924	12.452662601938
2010	YR2010	Guinea	GIN	1.90362985	133	56.765	17.4693090256453
2010	YR2010	Guinea-Bissau	GNB	5.45726972	165	55.05	14.9193857455198
2010	YR2010	Kenya	KEN	7.31673196	165	62.936	3.10298088331619
2010	YR2010	Lesotho	LSO	6.00691443	76	50.826	3.68504215794691
2010	YR2010	Liberia	LBR	3.73901602	285	59.631	29.1473802049564
2010	YR2010	Madagascar	MDG	15.54435605	216	63.388	6.850760849933
2010	YR2010	Malawi	MWI	6.52186966	149	57.263	5.76721100233571
2010	YR2010	Mali	MLI	3.19974599	31	55.249	12.2344720298932
2010	YR2010	Mauritania	MRT	4.22288949	54	61.997	48.6992618728666
2010	YR2010	Mauritius	MUS	8.08743028	37	72.9673170731707	0.00683374042283496
2010	YR2010	Mozambique	MOZ	1.35594508	244	54.7	9.87037319970351
2010	YR2010	Namibia	NAM	15.43018015	250	58.189	2.89865195836173
2010	YR2010	Niger	NER	8.08285173	71	56.838	9.97787080345722
2010	YR2010	Nigeria	NGA	2.6925324	36	50.847	13.485768569915
2010	YR2010	Rwanda	RWA	6.98103964	301	63.14	6.61407309094164
2010	YR2010	Sao Tome and Principe	STP	4.59586833	40	65.875	3.95977193426034
2010	YR2010	Senegal	SEN	4.77153872	93	64.177	4.15086705397369
2010	YR2010	Seychelles	SYC	8.95380709		73.1975609756098	0.147076426024177
2010	YR2010	Sierra Leone	SLE	6.09900929	227	48.224	10.3114337656825
2010	YR2010	Somalia	SOM			53.986	
2010	YR2010	South Africa	ZAF	13.5150363	26	55.888	7.66894223407095
2010	YR2010	South Sudan	SSD			53.655	41.7366549509221
2010	YR2010	Sudan	SDN	9.53720016	169	62.62	13.8472517945331
2010	YR2010	Tanzania	TZA	7.26444082	257	60.893	7.47617631619633
2010	YR2010	Togo	TGO	7.44585984	145	57.465	17.4772678475936
2010	YR2010	Uganda	UGA	7.51279674	168	57.153	10.7082606149742
2010	YR2010	Zambia	ZMB	3.31330486	455	56.588	21.3874437203096
2010	YR2010	Zimbabwe	ZWE	5.15054651	278	52.975	9.17315511339049
2010	YR2010	Antigua and Barbuda	ATG	16.29057229		75.412	0
2010	YR2010	Argentina	ARG	11.69260365	10	75.595	3.13799833256815
2010	YR2010	Aruba	ABW			75.016	0.00228741179007636
2010	YR2010	Bahamas, The	BHS	15.19689407		74.761	0.0195211636353284
2010	YR2010	Barbados	BRB	9.00351123	32	74.973	0.3572157530237
2010	YR2010	Belize	BLZ	41.64416434	36	69.676	4.9920617995754
2010	YR2010	Bolivia	BOL	9.89529146	190	66.408	8.97974177912665
2010	YR2010	Brazil	BRA	8.39229025	17	73.838	4.45213556264031
2010	YR2010	British Virgin Islands	VGB				
2010	YR2010	Cayman Islands	CYM			82.190243902439	
2010	YR2010	Chile	CHL	17.11579617	27	78.454	18.1028452792241
2010	YR2010	Colombia	COL	14.06963199	67	73.325	6.26861613024539
2010	YR2010	Costa Rica	CRI	20.97664242	36	78.756	1.64685309346983
2010	YR2010	Cuba	CUB		15	78.959	2.95398084050431
2010	YR2010	Curacao	CUW				
2010	YR2010	Dominica	DMA	8.45283019			0.0491550311178363
2010	YR2010	Dominican Republic	DOM	13.57537059	141	72.702	0.192817175006333
2010	YR2010	Ecuador	ECU	9.20462821	104	75.046	10.8749742692468
2010	YR2010	El Salvador	SLV	16.8327948	77	71.902	0.886070625299023
2010	YR2010	Grenada	GRD	9.83741497		72.618	0
2010	YR2010	Guatemala	GTM	13.91546967	96	71.494	2.56821835737107
2010	YR2010	Guyana	GUY	5.69365168	78	66.022	23.2076395736016
2010	YR2010	Haiti	HTI	2.54528285	524	61.296	1.1921762167326
2010	YR2010	Honduras	HND	12.99287239	104	72.446	2.72213747136375
2010	YR2010	Jamaica	JAM	8.82036175	56	74.883	1.17059026420156
2010	YR2010	Mexico	MEX	10.94642978	29	76.096	4.85656933232595
2010	YR2010	Nicaragua	NIC	13.49306612	155	73.699	3.93577104388835
2010	YR2010	Panama	PAN	11.26853421	116	76.828	0.257356101135916
2010	YR2010	Paraguay	PRY	8.97091736	84	72.285	2.63899154726928
2010	YR2010	Peru	PER	11.62070496	93	73.681	11.5465963416259
2010	YR2010	Puerto Rico	PRI			78.4081707317073	0
2010	YR2010	Sint Maarten (Dutch part)	SXM				
2010	YR2010	St. Kitts and Nevis	KNA	6.03173229			0
2010	YR2010	St. Lucia	LCA	6.59187971		74.465	0.0230162273389284
2010	YR2010	St. Martin (French part)	MAF			78.7219512195122	
2010	YR2010	St. Vincent and the Grenadines	VCT	9.79466233	53	72.327	0.0352867084603901
2010	YR2010	Suriname	SUR	9.55131442	65	70.335	24.3190352865315
2010	YR2010	Trinidad and Tobago	TTO	7.73723783	79	69.756	12.1460040932337
2010	YR2010	Turks and Caicos Islands	TCA				
2010	YR2010	Uruguay	URY	18.74718129	24	76.588	2.03232923600177
2010	YR2010	Venezuela, RB	VEN	5.68091622	19	73.625	10.227491484491
2010	YR2010	Virgin Islands (U.S.)	VIR			77.9658536585366	0
2010	YR2010	Bermuda	BMU			79.2885365853658	0
2010	YR2010	Canada	CAN	17.84221942		81.1975609756098	2.79806669563661
2010	YR2010	United States	USA	18.53130913		78.5414634146342	0.981585381041391						
